name, url, language, country
Polaris, https://polarisproject.org/feed/, en-US, United States
Thorn, https://www.thorn.org/feed/, en-US, United States
CATW, https://catwinternational.org/feed/, en-US, United States
Freedom Light, https://www.freedomlight.org/feed/, en-US, United States
