name, url, language, country
drkhsh, https://drkhsh.at/atom.xml, en-US, Austria
OpenBSD Webzine, https://webzine.puffy.cafe/atom.xml, en-US, United States
Solene'%, https://dataswamp.org/~solene/rss.xml, en-US, United States
Solene'%, https://dataswamp.org/~solene/rss-html.xml, en-US, United States
Michael W Lucas, https://mwl.io/feed, en-US, United States
