name, url, language, country
The Public Domain Review, https://publicdomainreview.org/rss.xml, en-US, United States
třiapůl česky, https://triapul.cz/feed/cesky.xml, cz-CZ, Czech
triapul.cz, http://triapul.cz/feed/english.xml, en-US, Czech
techno-mage in:, https://bsd.network/@prahou.rss, en-US, United States
Behance Featured Projects, https://www.behance.net/feeds/projects, en-US, United States
