name, url, language, country
blender.org, https://www.blender.org/feed/, en-US, Worldwide
News – blender.org, https://www.blender.org/category/news/feed/, en-US, Worldwide
Blender 🔶, https://mastodon.social/@Blender.rss, en-US, Worldwide
Blender Developer Blog, https://code.blender.org/feed/, en-US, Worldwide
